epoch,rich-serenity-26 - _step,rich-serenity-26 - _step__MIN,rich-serenity-26 - _step__MAX,rich-serenity-26 - train/loss,rich-serenity-26 - train/loss__MIN,rich-serenity-26 - train/loss__MAX,rich-serenity-26 - val/loss,rich-serenity-26 - val/loss__MIN,rich-serenity-26 - val/loss__MAX,misunderstood-night-25 - _step,misunderstood-night-25 - _step__MIN,misunderstood-night-25 - _step__MAX,misunderstood-night-25 - train/loss,misunderstood-night-25 - train/loss__MIN,misunderstood-night-25 - train/loss__MAX,misunderstood-night-25 - val/loss,misunderstood-night-25 - val/loss__MIN,misunderstood-night-25 - val/loss__MAX
718,2155.5,2155,2156,8.781516077536756e-9,8.781516077536756e-9,8.781516077536756e-9,9.282580001457343e-9,9.282580001457343e-9,9.282580001457343e-9,2155.5,2155,2156,1.575861221951711e-8,1.575861221951711e-8,1.575861221951711e-8,1.5886756656576736e-8,1.5886756656576736e-8,1.5886756656576736e-8
719,2158.5,2158,2159,8.781513507710742e-9,8.781513507710742e-9,8.781513507710742e-9,9.282517765967438e-9,9.282517765967438e-9,9.282517765967438e-9,2158.5,2158,2159,1.5777858770706254e-8,1.5777858770706254e-8,1.5777858770706254e-8,1.5852802586770447e-8,1.5852802586770447e-8,1.5852802586770447e-8
720,2161.5,2161,2162,8.781460304448035e-9,8.781460304448035e-9,8.781460304448035e-9,9.282869175672741e-9,9.282869175672741e-9,9.282869175672741e-9,2161.5,2161,2162,1.5758956560793232e-8,1.5758956560793232e-8,1.5758956560793232e-8,1.5465332708711706e-8,1.5465332708711706e-8,1.5465332708711706e-8
721,2164.5,2164,2165,8.781470056534261e-9,8.781470056534261e-9,8.781470056534261e-9,9.282698566076338e-9,9.282698566076338e-9,9.282698566076338e-9,2164.5,2164,2165,1.5746636355596983e-8,1.5746636355596983e-8,1.5746636355596983e-8,1.554825409871004e-8,1.554825409871004e-8,1.554825409871004e-8
722,2167.5,2167,2168,8.781463869809736e-9,8.781463869809736e-9,8.781463869809736e-9,9.282685702047534e-9,9.282685702047534e-9,9.282685702047534e-9,2167.5,2167,2168,1.575834298913084e-8,1.575834298913084e-8,1.575834298913084e-8,1.5996674579416057e-8,1.5996674579416057e-8,1.5996674579416057e-8
723,2170.5,2170,2171,8.781421399923022e-9,8.781421399923022e-9,8.781421399923022e-9,9.283028909858546e-9,9.283028909858546e-9,9.283028909858546e-9,2170.5,2170,2171,1.573916485651896e-8,1.573916485651896e-8,1.573916485651896e-8,1.5662066479293993e-8,1.5662066479293993e-8,1.5662066479293993e-8
724,2173.5,2173,2174,8.781375102614312e-9,8.781375102614312e-9,8.781375102614312e-9,9.282811124418159e-9,9.282811124418159e-9,9.282811124418159e-9,2173.5,2173,2174,1.5738970194442478e-8,1.5738970194442478e-8,1.5738970194442478e-8,1.5516790103605393e-8,1.5516790103605393e-8,1.5516790103605393e-8
725,2176.5,2176,2177,8.781351370284493e-9,8.781351370284493e-9,8.781351370284493e-9,9.282696462278788e-9,9.282696462278788e-9,9.282696462278788e-9,2176.5,2176,2177,1.573784708580278e-8,1.573784708580278e-8,1.573784708580278e-8,1.5614790760208633e-8,1.5614790760208633e-8,1.5614790760208633e-8
726,2179.5,2179,2180,8.781409626224634e-9,8.781409626224634e-9,8.781409626224634e-9,9.282727366651901e-9,9.282727366651901e-9,9.282727366651901e-9,2179.5,2179,2180,1.574331089886592e-8,1.574331089886592e-8,1.574331089886592e-8,1.5544328254405696e-8,1.5544328254405696e-8,1.5544328254405696e-8
727,2182.5,2182,2183,8.781513634795572e-9,8.781513634795572e-9,8.781513634795572e-9,9.282701842656373e-9,9.282701842656373e-9,9.282701842656373e-9,2182.5,2182,2183,1.572760611354378e-8,1.572760611354378e-8,1.572760611354378e-8,1.5719965146389078e-8,1.5719965146389078e-8,1.5719965146389078e-8
728,2185.5,2185,2186,8.781354026526069e-9,8.781354026526069e-9,8.781354026526069e-9,9.28292712443149e-9,9.28292712443149e-9,9.28292712443149e-9,2185.5,2185,2186,1.5732078287198174e-8,1.5732078287198174e-8,1.5732078287198174e-8,1.5631393724245614e-8,1.5631393724245614e-8,1.5631393724245614e-8
729,2188.5,2188,2189,8.781397217584144e-9,8.781397217584144e-9,8.781397217584144e-9,9.28252035949685e-9,9.28252035949685e-9,9.28252035949685e-9,2188.5,2188,2189,1.5730123541918043e-8,1.5730123541918043e-8,1.5730123541918043e-8,1.581306713908339e-8,1.581306713908339e-8,1.581306713908339e-8
730,2191.5,2191,2192,8.781432426513615e-9,8.781432426513615e-9,8.781432426513615e-9,9.282535026144213e-9,9.282535026144213e-9,9.282535026144213e-9,2191.5,2191,2192,1.573288974136845e-8,1.573288974136845e-8,1.573288974136845e-8,1.5481329494399553e-8,1.5481329494399553e-8,1.5481329494399553e-8
731,2194.5,2194,2195,8.781395777300557e-9,8.781395777300557e-9,8.781395777300557e-9,9.282587349847934e-9,9.282587349847934e-9,9.282587349847934e-9,2194.5,2194,2195,1.57128327139657e-8,1.57128327139657e-8,1.57128327139657e-8,1.5538784513625505e-8,1.5538784513625505e-8,1.5538784513625505e-8
732,2197.5,2197,2198,8.781435281225049e-9,8.781435281225049e-9,8.781435281225049e-9,9.282865877016998e-9,9.282865877016998e-9,9.282865877016998e-9,2197.5,2197,2198,1.5726585981530476e-8,1.5726585981530476e-8,1.5726585981530476e-8,1.545414806711484e-8,1.545414806711484e-8,1.545414806711484e-8
733,2200.5,2200,2201,8.781456393636363e-9,8.781456393636363e-9,8.781456393636363e-9,9.282651925308394e-9,9.282651925308394e-9,9.282651925308394e-9,2200.5,2200,2201,1.5703901316527416e-8,1.5703901316527416e-8,1.5703901316527416e-8,1.560105795704358e-8,1.560105795704358e-8,1.560105795704358e-8
734,2203.5,2203,2204,8.781439470783578e-9,8.781439470783578e-9,8.781439470783578e-9,9.282553069523319e-9,9.282553069523319e-9,9.282553069523319e-9,2203.5,2203,2204,1.5702399788206693e-8,1.5702399788206693e-8,1.5702399788206693e-8,1.5569914957787308e-8,1.5569914957787308e-8,1.5569914957787308e-8
735,2206.5,2206,2207,8.781367766608751e-9,8.781367766608751e-9,8.781367766608751e-9,9.282665328122535e-9,9.282665328122535e-9,9.282665328122535e-9,2206.5,2206,2207,1.5710436857981192e-8,1.5710436857981192e-8,1.5710436857981192e-8,1.5522343181530706e-8,1.5522343181530706e-8,1.5522343181530706e-8
736,2209.5,2209,2210,8.78145594342759e-9,8.78145594342759e-9,8.78145594342759e-9,9.282492927323908e-9,9.282492927323908e-9,9.282492927323908e-9,2209.5,2209,2210,1.570773071301933e-8,1.570773071301933e-8,1.570773071301933e-8,1.576081718054805e-8,1.576081718054805e-8,1.576081718054805e-8
737,2212.5,2212,2213,8.781422124232483e-9,8.781422124232483e-9,8.781422124232483e-9,9.282754664936198e-9,9.282754664936198e-9,9.282754664936198e-9,2212.5,2212,2213,1.5697624316613265e-8,1.5697624316613265e-8,1.5697624316613265e-8,1.564513764047729e-8,1.564513764047729e-8,1.564513764047729e-8
738,2215.5,2215,2216,8.781364317545657e-9,8.781364317545657e-9,8.781364317545657e-9,9.28263375266399e-9,9.28263375266399e-9,9.28263375266399e-9,2215.5,2215,2216,1.571011886716992e-8,1.571011886716992e-8,1.571011886716992e-8,1.5662316175570746e-8,1.5662316175570746e-8,1.5662316175570746e-8
739,2218.5,2218,2219,8.781447184859673e-9,8.781447184859673e-9,8.781447184859673e-9,9.282523668826044e-9,9.282523668826044e-9,9.282523668826044e-9,2218.5,2218,2219,1.5700157384515624e-8,1.5700157384515624e-8,1.5700157384515624e-8,1.5582845689430147e-8,1.5582845689430147e-8,1.5582845689430147e-8
740,2221.5,2221,2222,8.781400817404934e-9,8.781400817404934e-9,8.781400817404934e-9,9.28252048592205e-9,9.28252048592205e-9,9.28252048592205e-9,2221.5,2221,2222,1.570457536919577e-8,1.570457536919577e-8,1.570457536919577e-8,1.5509251455956622e-8,1.5509251455956622e-8,1.5509251455956622e-8
741,2224.5,2224,2225,8.781325865111718e-9,8.781325865111718e-9,8.781325865111718e-9,9.28263676591554e-9,9.28263676591554e-9,9.28263676591554e-9,2224.5,2224,2225,1.5696370884168443e-8,1.5696370884168443e-8,1.5696370884168443e-8,1.5598398144955617e-8,1.5598398144955617e-8,1.5598398144955617e-8
742,2227.5,2227,2228,8.781310005304498e-9,8.781310005304498e-9,8.781310005304498e-9,9.282710354666825e-9,9.282710354666825e-9,9.282710354666825e-9,2227.5,2227,2228,1.567646827122481e-8,1.567646827122481e-8,1.567646827122481e-8,1.5749892969710483e-8,1.5749892969710483e-8,1.5749892969710483e-8
743,2230.5,2230,2231,8.781282644325454e-9,8.781282644325454e-9,8.781282644325454e-9,9.282405962586065e-9,9.282405962586065e-9,9.282405962586065e-9,2230.5,2230,2231,1.568017821498589e-8,1.568017821498589e-8,1.568017821498589e-8,1.5510865792720912e-8,1.5510865792720912e-8,1.5510865792720912e-8
744,2233.5,2233,2234,8.781417480916967e-9,8.781417480916967e-9,8.781417480916967e-9,9.282563402352575e-9,9.282563402352575e-9,9.282563402352575e-9,2233.5,2233,2234,1.5691352864468827e-8,1.5691352864468827e-8,1.5691352864468827e-8,1.5749789817497184e-8,1.5749789817497184e-8,1.5749789817497184e-8
745,2236.5,2236,2237,8.781404901056618e-9,8.781404901056618e-9,8.781404901056618e-9,9.282675476496863e-9,9.282675476496863e-9,9.282675476496863e-9,2236.5,2236,2237,1.5696524806679367e-8,1.5696524806679367e-8,1.5696524806679367e-8,1.5598792628660137e-8,1.5598792628660137e-8,1.5598792628660137e-8
746,2239.5,2239,2240,8.781376168173794e-9,8.781376168173794e-9,8.781376168173794e-9,9.282543252826174e-9,9.282543252826174e-9,9.282543252826174e-9,2239.5,2239,2240,1.566736197148855e-8,1.566736197148855e-8,1.566736197148855e-8,1.5642968626138374e-8,1.5642968626138374e-8,1.5642968626138374e-8
747,2242.5,2242,2243,8.781340122607508e-9,8.781340122607508e-9,8.781340122607508e-9,9.28266669948992e-9,9.28266669948992e-9,9.28266669948992e-9,2242.5,2242,2243,1.5685338011893494e-8,1.5685338011893494e-8,1.5685338011893494e-8,1.5514324320022322e-8,1.5514324320022322e-8,1.5514324320022322e-8
748,2245.5,2245,2246,8.781406466580644e-9,8.781406466580644e-9,8.781406466580644e-9,9.282637305423401e-9,9.282637305423401e-9,9.282637305423401e-9,2245.5,2245,2246,1.5673840494439208e-8,1.5673840494439208e-8,1.5673840494439208e-8,1.5537913896545555e-8,1.5537913896545555e-8,1.5537913896545555e-8
749,2248.5,2248,2249,8.781339306539968e-9,8.781339306539968e-9,8.781339306539968e-9,9.282481162982352e-9,9.282481162982352e-9,9.282481162982352e-9,2248.5,2248,2249,1.5669715087728426e-8,1.5669715087728426e-8,1.5669715087728426e-8,1.543184367743568e-8,1.543184367743568e-8,1.543184367743568e-8
750,2251.5,2251,2252,8.781412238245293e-9,8.781412238245293e-9,8.781412238245293e-9,9.282593391122132e-9,9.282593391122132e-9,9.282593391122132e-9,2251.5,2251,2252,1.5677744972843275e-8,1.5677744972843275e-8,1.5677744972843275e-8,1.570851377234216e-8,1.570851377234216e-8,1.570851377234216e-8
751,2254.5,2254,2255,8.781342450081969e-9,8.781342450081969e-9,8.781342450081969e-9,9.28267969803943e-9,9.28267969803943e-9,9.28267969803943e-9,2254.5,2254,2255,1.5662236943554328e-8,1.5662236943554328e-8,1.5662236943554328e-8,1.544511739133564e-8,1.544511739133564e-8,1.544511739133564e-8
752,2257.5,2257,2258,8.781398482566777e-9,8.781398482566777e-9,8.781398482566777e-9,9.282745048774643e-9,9.282745048774643e-9,9.282745048774643e-9,2257.5,2257,2258,1.568993414369772e-8,1.568993414369772e-8,1.568993414369772e-8,1.543678239250451e-8,1.543678239250451e-8,1.543678239250451e-8
753,2260.5,2260,2261,8.781313301912458e-9,8.781313301912458e-9,8.781313301912458e-9,9.282670399337718e-9,9.282670399337718e-9,9.282670399337718e-9,2260.5,2260,2261,1.564790738067552e-8,1.564790738067552e-8,1.564790738067552e-8,1.553254513285996e-8,1.553254513285996e-8,1.553254513285996e-8
754,2263.5,2263,2264,8.781327486550387e-9,8.781327486550387e-9,8.781327486550387e-9,9.282550141943166e-9,9.282550141943166e-9,9.282550141943166e-9,2263.5,2263,2264,1.565446741492971e-8,1.565446741492971e-8,1.565446741492971e-8,1.558999596474526e-8,1.558999596474526e-8,1.558999596474526e-8
755,2266.5,2266,2267,8.78135109383283e-9,8.78135109383283e-9,8.78135109383283e-9,9.282642511641973e-9,9.282642511641973e-9,9.282642511641973e-9,2266.5,2266,2267,1.566397894935232e-8,1.566397894935232e-8,1.566397894935232e-8,1.5703758802874623e-8,1.5703758802874623e-8,1.5703758802874623e-8
756,2269.5,2269,2270,8.781337768056418e-9,8.781337768056418e-9,8.781337768056418e-9,9.282810395653614e-9,9.282810395653614e-9,9.282810395653614e-9,2269.5,2269,2270,1.5651188976902748e-8,1.5651188976902748e-8,1.5651188976902748e-8,1.538005458300083e-8,1.538005458300083e-8,1.538005458300083e-8
757,2272.5,2272,2273,8.781420611012326e-9,8.781420611012326e-9,8.781420611012326e-9,9.28258601601704e-9,9.28258601601704e-9,9.28258601601704e-9,2272.5,2272,2273,1.5654692636747904e-8,1.5654692636747904e-8,1.5654692636747904e-8,1.5739198329661987e-8,1.5739198329661987e-8,1.5739198329661987e-8
758,2275.5,2275,2276,8.781333324774795e-9,8.781333324774795e-9,8.781333324774795e-9,9.282698893970114e-9,9.282698893970114e-9,9.282698893970114e-9,2275.5,2275,2276,1.56438115614685e-8,1.56438115614685e-8,1.56438115614685e-8,1.5531015659228948e-8,1.5531015659228948e-8,1.5531015659228948e-8
759,2278.5,2278,2279,8.781368492151162e-9,8.781368492151162e-9,8.781368492151162e-9,9.28277305812015e-9,9.28277305812015e-9,9.28277305812015e-9,2278.5,2278,2279,1.5645602823416777e-8,1.5645602823416777e-8,1.5645602823416777e-8,1.553242756476666e-8,1.553242756476666e-8,1.553242756476666e-8
760,2281.5,2281,2282,8.781367876026811e-9,8.781367876026811e-9,8.781367876026811e-9,9.28256038194767e-9,9.28256038194767e-9,9.28256038194767e-9,2281.5,2281,2282,1.5648891608514814e-8,1.5648891608514814e-8,1.5648891608514814e-8,1.5416436873454784e-8,1.5416436873454784e-8,1.5416436873454784e-8
761,2284.5,2284,2285,8.781359110783257e-9,8.781359110783257e-9,8.781359110783257e-9,9.282501591887953e-9,9.282501591887953e-9,9.282501591887953e-9,2284.5,2284,2285,1.563778082132114e-8,1.563778082132114e-8,1.563778082132114e-8,1.5540883943694364e-8,1.5540883943694364e-8,1.5540883943694364e-8
762,2287.5,2287,2288,8.78138463970895e-9,8.78138463970895e-9,8.78138463970895e-9,9.282687310696953e-9,9.282687310696953e-9,9.282687310696953e-9,2287.5,2287,2288,1.5636322229844837e-8,1.5636322229844837e-8,1.5636322229844837e-8,1.5891418118363048e-8,1.5891418118363048e-8,1.5891418118363048e-8
763,2290.5,2290,2291,8.781301645220245e-9,8.781301645220245e-9,8.781301645220245e-9,9.282604659056134e-9,9.282604659056134e-9,9.282604659056134e-9,2290.5,2290,2291,1.562916100748615e-8,1.562916100748615e-8,1.562916100748615e-8,1.550529756737186e-8,1.550529756737186e-8,1.550529756737186e-8
764,2293.5,2293,2294,8.781390987854131e-9,8.781390987854131e-9,8.781390987854131e-9,9.282605735437595e-9,9.282605735437595e-9,9.282605735437595e-9,2293.5,2293,2294,1.5622564271354142e-8,1.5622564271354142e-8,1.5622564271354142e-8,1.553929038455431e-8,1.553929038455431e-8,1.553929038455431e-8
765,2296.5,2296,2297,8.781264219374827e-9,8.781264219374827e-9,8.781264219374827e-9,9.282847468914312e-9,9.282847468914312e-9,9.282847468914312e-9,2296.5,2296,2297,1.560038555888596e-8,1.560038555888596e-8,1.560038555888596e-8,1.558045403740947e-8,1.558045403740947e-8,1.558045403740947e-8
766,2299.5,2299,2300,8.781223912816071e-9,8.781223912816071e-9,8.781223912816071e-9,9.282699038931219e-9,9.282699038931219e-9,9.282699038931219e-9,2299.5,2299,2300,1.5640069321843296e-8,1.5640069321843296e-8,1.5640069321843296e-8,1.566840674665415e-8,1.566840674665415e-8,1.566840674665415e-8
767,2302.5,2302,2303,8.781316459948346e-9,8.781316459948346e-9,8.781316459948346e-9,9.283071639530365e-9,9.283071639530365e-9,9.283071639530365e-9,2302.5,2302,2303,1.5642282452142792e-8,1.5642282452142792e-8,1.5642282452142792e-8,1.5522404938431195e-8,1.5522404938431195e-8,1.5522404938431195e-8
768,2305.5,2305,2306,8.781321335472626e-9,8.781321335472626e-9,8.781321335472626e-9,9.282630696586526e-9,9.282630696586526e-9,9.282630696586526e-9,2305.5,2305,2306,1.560326205414224e-8,1.560326205414224e-8,1.560326205414224e-8,1.5693719733068408e-8,1.5693719733068408e-8,1.5693719733068408e-8
769,2308.5,2308,2309,8.781359280232506e-9,8.781359280232506e-9,8.781359280232506e-9,9.282575208983039e-9,9.282575208983039e-9,9.282575208983039e-9,2308.5,2308,2309,1.5626667142448166e-8,1.5626667142448166e-8,1.5626667142448166e-8,1.566106965990711e-8,1.566106965990711e-8,1.566106965990711e-8
770,2311.5,2311,2312,8.781367291363628e-9,8.781367291363628e-9,8.781367291363628e-9,9.282387396424265e-9,9.282387396424265e-9,9.282387396424265e-9,2311.5,2311,2312,1.56361938205428e-8,1.56361938205428e-8,1.56361938205428e-8,1.5371217184331077e-8,1.5371217184331077e-8,1.5371217184331077e-8
771,2314.5,2314,2315,8.781308148960172e-9,8.781308148960172e-9,8.781308148960172e-9,9.282467216040586e-9,9.282467216040586e-9,9.282467216040586e-9,2314.5,2314,2315,1.5600615356048213e-8,1.5600615356048213e-8,1.5600615356048213e-8,1.542791164247356e-8,1.542791164247356e-8,1.542791164247356e-8
772,2317.5,2317,2318,8.781178384823299e-9,8.781178384823299e-9,8.781178384823299e-9,9.282458900805213e-9,9.282458900805213e-9,9.282458900805213e-9,2317.5,2317,2318,1.562056563064363e-8,1.562056563064363e-8,1.562056563064363e-8,1.6254354051332256e-8,1.6254354051332256e-8,1.6254354051332256e-8
773,2320.5,2320,2321,8.781285774314488e-9,8.781285774314488e-9,8.781285774314488e-9,9.282563125926518e-9,9.282563125926518e-9,9.282563125926518e-9,2320.5,2320,2321,1.5603113863369417e-8,1.5603113863369417e-8,1.5603113863369417e-8,1.5501693294879708e-8,1.5501693294879708e-8,1.5501693294879708e-8
774,2323.5,2323,2324,8.781273870622092e-9,8.781273870622092e-9,8.781273870622092e-9,9.282318626724284e-9,9.282318626724284e-9,9.282318626724284e-9,2323.5,2323,2324,1.5589061303940526e-8,1.5589061303940526e-8,1.5589061303940526e-8,1.562733249062843e-8,1.562733249062843e-8,1.562733249062843e-8
775,2326.5,2326,2327,8.781312254906098e-9,8.781312254906098e-9,8.781312254906098e-9,9.282990639254382e-9,9.282990639254382e-9,9.282990639254382e-9,2326.5,2326,2327,1.5606754200770853e-8,1.5606754200770853e-8,1.5606754200770853e-8,1.5555747069551357e-8,1.5555747069551357e-8,1.5555747069551357e-8
776,2329.5,2329,2330,8.78125344323138e-9,8.78125344323138e-9,8.78125344323138e-9,9.283132052315261e-9,9.283132052315261e-9,9.283132052315261e-9,2329.5,2329,2330,1.5596371728584097e-8,1.5596371728584097e-8,1.5596371728584097e-8,1.5616406989896872e-8,1.5616406989896872e-8,1.5616406989896872e-8
777,2332.5,2332,2333,8.781323154187414e-9,8.781323154187414e-9,8.781323154187414e-9,9.282506236740591e-9,9.282506236740591e-9,9.282506236740591e-9,2332.5,2332,2333,1.5612122672997363e-8,1.5612122672997363e-8,1.5612122672997363e-8,1.5515963578568045e-8,1.5515963578568045e-8,1.5515963578568045e-8
778,2335.5,2335,2336,8.781325893579784e-9,8.781325893579784e-9,8.781325893579784e-9,9.28234535482467e-9,9.28234535482467e-9,9.28234535482467e-9,2335.5,2335,2336,1.5592286873226736e-8,1.5592286873226736e-8,1.5592286873226736e-8,1.5571610182279826e-8,1.5571610182279826e-8,1.5571610182279826e-8
779,2338.5,2338,2339,8.781262635391869e-9,8.781262635391869e-9,8.781262635391869e-9,9.282442236152437e-9,9.282442236152437e-9,9.282442236152437e-9,2338.5,2338,2339,1.5599110881966818e-8,1.5599110881966818e-8,1.5599110881966818e-8,1.5730837019535102e-8,1.5730837019535102e-8,1.5730837019535102e-8
780,2341.5,2341,2342,8.781343318552195e-9,8.781343318552195e-9,8.781343318552195e-9,9.28256469113959e-9,9.28256469113959e-9,9.28256469113959e-9,2341.5,2341,2342,1.5604146071800725e-8,1.5604146071800725e-8,1.5604146071800725e-8,1.545023618408119e-8,1.545023618408119e-8,1.545023618408119e-8
781,2344.5,2344,2345,8.78116345648573e-9,8.78116345648573e-9,8.78116345648573e-9,9.282389855863415e-9,9.282389855863415e-9,9.282389855863415e-9,2344.5,2344,2345,1.5585544184193636e-8,1.5585544184193636e-8,1.5585544184193636e-8,1.551399969521223e-8,1.551399969521223e-8,1.551399969521223e-8
782,2347.5,2347,2348,8.781270881499917e-9,8.781270881499917e-9,8.781270881499917e-9,9.282354733414464e-9,9.282354733414464e-9,9.282354733414464e-9,2347.5,2347,2348,1.559240404758727e-8,1.559240404758727e-8,1.559240404758727e-8,1.5405739809221713e-8,1.5405739809221713e-8,1.5405739809221713e-8
783,2350.5,2350,2351,8.781336798660294e-9,8.781336798660294e-9,8.781336798660294e-9,9.282468336092144e-9,9.282468336092144e-9,9.282468336092144e-9,2350.5,2350,2351,1.558203265866697e-8,1.558203265866697e-8,1.558203265866697e-8,1.5477584713783492e-8,1.5477584713783492e-8,1.5477584713783492e-8
784,2353.5,2353,2354,8.78134879117505e-9,8.78134879117505e-9,8.78134879117505e-9,9.282359941314559e-9,9.282359941314559e-9,9.282359941314559e-9,2353.5,2353,2354,1.558170160469457e-8,1.558170160469457e-8,1.558170160469457e-8,1.535619630967772e-8,1.535619630967772e-8,1.535619630967772e-8
785,2356.5,2356,2357,8.781277190357033e-9,8.781277190357033e-9,8.781277190357033e-9,9.282284991042148e-9,9.282284991042148e-9,9.282284991042148e-9,2356.5,2356,2357,1.5594286041927898e-8,1.5594286041927898e-8,1.5594286041927898e-8,1.5882619920299952e-8,1.5882619920299952e-8,1.5882619920299952e-8
786,2359.5,2359,2360,8.781192023637329e-9,8.781192023637329e-9,8.781192023637329e-9,9.282743043088907e-9,9.282743043088907e-9,9.282743043088907e-9,2359.5,2359,2360,1.5564847143589718e-8,1.5564847143589718e-8,1.5564847143589718e-8,1.537746346367858e-8,1.537746346367858e-8,1.537746346367858e-8
787,2362.5,2362,2363,8.781289407640254e-9,8.781289407640254e-9,8.781289407640254e-9,9.282248770568517e-9,9.282248770568517e-9,9.282248770568517e-9,2362.5,2362,2363,1.555628251946179e-8,1.555628251946179e-8,1.555628251946179e-8,1.534060208852147e-8,1.534060208852147e-8,1.534060208852147e-8
788,2365.5,2365,2366,8.781289369965514e-9,8.781289369965514e-9,8.781289369965514e-9,9.282607336808409e-9,9.282607336808409e-9,9.282607336808409e-9,2365.5,2365,2366,1.556473895206342e-8,1.556473895206342e-8,1.556473895206342e-8,1.565124257874937e-8,1.565124257874937e-8,1.565124257874937e-8
789,2368.5,2368,2369,8.781292466950384e-9,8.781292466950384e-9,8.781292466950384e-9,9.282401255510343e-9,9.282401255510343e-9,9.282401255510343e-9,2368.5,2368,2369,1.556668689596239e-8,1.556668689596239e-8,1.556668689596239e-8,1.551553081228558e-8,1.551553081228558e-8,1.551553081228558e-8
790,2371.5,2371,2372,8.78122502618773e-9,8.78122502618773e-9,8.78122502618773e-9,9.282313529050693e-9,9.282313529050693e-9,9.282313529050693e-9,2371.5,2371,2372,1.5582604558965635e-8,1.5582604558965635e-8,1.5582604558965635e-8,1.5571929209745312e-8,1.5571929209745312e-8,1.5571929209745312e-8
791,2374.5,2374,2375,8.781312836941519e-9,8.781312836941519e-9,8.781312836941519e-9,9.282456756070534e-9,9.282456756070534e-9,9.282456756070534e-9,2374.5,2374,2375,1.5554511824990786e-8,1.5554511824990786e-8,1.5554511824990786e-8,1.5545549722218375e-8,1.5545549722218375e-8,1.5545549722218375e-8
792,2377.5,2377,2378,8.781259236338335e-9,8.781259236338335e-9,8.781259236338335e-9,9.282489490635843e-9,9.282489490635843e-9,9.282489490635843e-9,2377.5,2377,2378,1.5570306108123188e-8,1.5570306108123188e-8,1.5570306108123188e-8,1.555140425481407e-8,1.555140425481407e-8,1.555140425481407e-8
793,2380.5,2380,2381,8.781307524451151e-9,8.781307524451151e-9,8.781307524451151e-9,9.282376713916617e-9,9.282376713916617e-9,9.282376713916617e-9,2380.5,2380,2381,1.556271521007938e-8,1.556271521007938e-8,1.556271521007938e-8,1.5491299143753137e-8,1.5491299143753137e-8,1.5491299143753137e-8
794,2383.5,2383,2384,8.781243452310724e-9,8.781243452310724e-9,8.781243452310724e-9,9.282302481891617e-9,9.282302481891617e-9,9.282302481891617e-9,2383.5,2383,2384,1.555637210762143e-8,1.555637210762143e-8,1.555637210762143e-8,1.5734838893515812e-8,1.5734838893515812e-8,1.5734838893515812e-8
795,2386.5,2386,2387,8.781257107139894e-9,8.781257107139894e-9,8.781257107139894e-9,9.282240460127902e-9,9.282240460127902e-9,9.282240460127902e-9,2386.5,2386,2387,1.5543403703976056e-8,1.5543403703976056e-8,1.5543403703976056e-8,1.5713947409621382e-8,1.5713947409621382e-8,1.5713947409621382e-8
796,2389.5,2389,2390,8.781262745717793e-9,8.781262745717793e-9,8.781262745717793e-9,9.282542962093306e-9,9.282542962093306e-9,9.282542962093306e-9,2389.5,2389,2390,1.5552352089194018e-8,1.5552352089194018e-8,1.5552352089194018e-8,1.535432691910453e-8,1.535432691910453e-8,1.535432691910453e-8
797,2392.5,2392,2393,8.781230275361454e-9,8.781230275361454e-9,8.781230275361454e-9,9.282469604082994e-9,9.282469604082994e-9,9.282469604082994e-9,2392.5,2392,2393,1.554349524856972e-8,1.554349524856972e-8,1.554349524856972e-8,1.5598973662195834e-8,1.5598973662195834e-8,1.5598973662195834e-8
798,2395.5,2395,2396,8.781326106269714e-9,8.781326106269714e-9,8.781326106269714e-9,9.282363117410378e-9,9.282363117410378e-9,9.282363117410378e-9,2395.5,2395,2396,1.5544241535332854e-8,1.5544241535332854e-8,1.5544241535332854e-8,1.5410872102657462e-8,1.5410872102657462e-8,1.5410872102657462e-8
799,2398.5,2398,2399,8.78118733374823e-9,8.78118733374823e-9,8.78118733374823e-9,9.282750026531349e-9,9.282750026531349e-9,9.282750026531349e-9,2398.5,2398,2399,1.5553841383565083e-8,1.5553841383565083e-8,1.5553841383565083e-8,1.538241032012478e-8,1.538241032012478e-8,1.538241032012478e-8
800,2401.5,2401,2402,8.78122722810826e-9,8.78122722810826e-9,8.78122722810826e-9,9.282363184315835e-9,9.282363184315835e-9,9.282363184315835e-9,2401.5,2401,2402,1.5530493425191623e-8,1.5530493425191623e-8,1.5530493425191623e-8,1.562296000110633e-8,1.562296000110633e-8,1.562296000110633e-8
801,2404.5,2404,2405,8.78127962090138e-9,8.78127962090138e-9,8.78127962090138e-9,9.28245266401848e-9,9.28245266401848e-9,9.28245266401848e-9,2404.5,2404,2405,1.554911341120133e-8,1.554911341120133e-8,1.554911341120133e-8,1.5690038513266317e-8,1.5690038513266317e-8,1.5690038513266317e-8
802,2407.5,2407,2408,8.781268217701826e-9,8.781268217701826e-9,8.781268217701826e-9,9.282489956798023e-9,9.282489956798023e-9,9.282489956798023e-9,2407.5,2407,2408,1.5539966048650295e-8,1.5539966048650295e-8,1.5539966048650295e-8,1.5562577702810466e-8,1.5562577702810466e-8,1.5562577702810466e-8
