epoch,rich-serenity-26 - _step,rich-serenity-26 - _step__MIN,rich-serenity-26 - _step__MAX,rich-serenity-26 - train/loss,rich-serenity-26 - train/loss__MIN,rich-serenity-26 - train/loss__MAX,rich-serenity-26 - val/loss,rich-serenity-26 - val/loss__MIN,rich-serenity-26 - val/loss__MAX,misunderstood-night-25 - _step,misunderstood-night-25 - _step__MIN,misunderstood-night-25 - _step__MAX,misunderstood-night-25 - train/loss,misunderstood-night-25 - train/loss__MIN,misunderstood-night-25 - train/loss__MAX,misunderstood-night-25 - val/loss,misunderstood-night-25 - val/loss__MIN,misunderstood-night-25 - val/loss__MAX
168,505.5,505,506,2.2448715243800537e-8,2.2448715243800537e-8,2.2448715243800537e-8,2.1139394404637292e-8,2.1139394404637292e-8,2.1139394404637292e-8,505.5,505,506,8.298747162946318e-8,8.298747162946318e-8,8.298747162946318e-8,1.0852857257530477e-7,1.0852857257530477e-7,1.0852857257530477e-7
169,508.5,508,509,2.246685486943619e-8,2.246685486943619e-8,2.246685486943619e-8,2.1375403645425253e-8,2.1375403645425253e-8,2.1375403645425253e-8,508.5,508,509,8.769968817195308e-8,8.769968817195308e-8,8.769968817195308e-8,1.1181363445587902e-7,1.1181363445587902e-7,1.1181363445587902e-7
170,511.5,511,512,2.233622919401931e-8,2.233622919401931e-8,2.233622919401931e-8,2.042305386484667e-8,2.042305386484667e-8,2.042305386484667e-8,511.5,511,512,8.933993450110589e-8,8.933993450110589e-8,8.933993450110589e-8,5.0366772369705586e-8,5.0366772369705586e-8,5.0366772369705586e-8
171,514.5,514,515,2.2358339835116947e-8,2.2358339835116947e-8,2.2358339835116947e-8,2.2978484938786843e-8,2.2978484938786843e-8,2.2978484938786843e-8,514.5,514,515,8.408149589359834e-8,8.408149589359834e-8,8.408149589359834e-8,6.86559905423246e-8,6.86559905423246e-8,6.86559905423246e-8
172,517.5,517,518,2.2130025033667603e-8,2.2130025033667603e-8,2.2130025033667603e-8,2.384533743277878e-8,2.384533743277878e-8,2.384533743277878e-8,517.5,517,518,8.316253641592449e-8,8.316253641592449e-8,8.316253641592449e-8,5.3726617229049874e-8,5.3726617229049874e-8,5.3726617229049874e-8
173,520.5,520,521,2.2267137223685236e-8,2.2267137223685236e-8,2.2267137223685236e-8,2.7842938910809697e-8,2.7842938910809697e-8,2.7842938910809697e-8,520.5,520,521,8.743896078642867e-8,8.743896078642867e-8,8.743896078642867e-8,4.736682645696196e-8,4.736682645696196e-8,4.736682645696196e-8
174,523.5,523,524,2.2102546519612332e-8,2.2102546519612332e-8,2.2102546519612332e-8,2.243624419685746e-8,2.243624419685746e-8,2.243624419685746e-8,523.5,523,524,8.562919198719904e-8,8.562919198719904e-8,8.562919198719904e-8,1.6016227734390139e-7,1.6016227734390139e-7,1.6016227734390139e-7
175,526.5,526,527,2.1712492598525657e-8,2.1712492598525657e-8,2.1712492598525657e-8,2.165519865385604e-8,2.165519865385604e-8,2.165519865385604e-8,526.5,526,527,8.744641915620052e-8,8.744641915620052e-8,8.744641915620052e-8,1.0433210633216879e-7,1.0433210633216879e-7,1.0433210633216879e-7
176,529.5,529,530,2.199576456780212e-8,2.199576456780212e-8,2.199576456780212e-8,2.097063226470072e-8,2.097063226470072e-8,2.097063226470072e-8,529.5,529,530,8.489987348551569e-8,8.489987348551569e-8,8.489987348551569e-8,5.8311798395818716e-8,5.8311798395818716e-8,5.8311798395818716e-8
177,532.5,532,533,2.176350224704498e-8,2.176350224704498e-8,2.176350224704498e-8,2.2512313222824673e-8,2.2512313222824673e-8,2.2512313222824673e-8,532.5,532,533,8.502139881514507e-8,8.502139881514507e-8,8.502139881514507e-8,6.95915382578459e-8,6.95915382578459e-8,6.95915382578459e-8
178,535.5,535,536,2.182544434844789e-8,2.182544434844789e-8,2.182544434844789e-8,2.278772235433599e-8,2.278772235433599e-8,2.278772235433599e-8,535.5,535,536,8.55639597646928e-8,8.55639597646928e-8,8.55639597646928e-8,1.0960210004935041e-7,1.0960210004935041e-7,1.0960210004935041e-7
179,538.5,538,539,2.1626156789907574e-8,2.1626156789907574e-8,2.1626156789907574e-8,2.406600979772019e-8,2.406600979772019e-8,2.406600979772019e-8,538.5,538,539,8.285175860323682e-8,8.285175860323682e-8,8.285175860323682e-8,6.300586197605299e-8,6.300586197605299e-8,6.300586197605299e-8
180,541.5,541,542,2.181094278302091e-8,2.181094278302091e-8,2.181094278302091e-8,2.1649763912252647e-8,2.1649763912252647e-8,2.1649763912252647e-8,541.5,541,542,8.505592719933278e-8,8.505592719933278e-8,8.505592719933278e-8,1.0250005276009076e-7,1.0250005276009076e-7,1.0250005276009076e-7
181,544.5,544,545,2.140004334121606e-8,2.140004334121606e-8,2.140004334121606e-8,2.13017803239427e-8,2.13017803239427e-8,2.13017803239427e-8,544.5,544,545,8.14581598899111e-8,8.14581598899111e-8,8.14581598899111e-8,6.627393557807083e-8,6.627393557807083e-8,6.627393557807083e-8
182,547.5,547,548,2.1382737171591824e-8,2.1382737171591824e-8,2.1382737171591824e-8,2.153583146937873e-8,2.153583146937873e-8,2.153583146937873e-8,547.5,547,548,8.264347889351315e-8,8.264347889351315e-8,8.264347889351315e-8,2.431290615925806e-7,2.431290615925806e-7,2.431290615925806e-7
183,550.5,550,551,2.1606789142286767e-8,2.1606789142286767e-8,2.1606789142286767e-8,2.138391270112225e-8,2.138391270112225e-8,2.138391270112225e-8,550.5,550,551,8.599685753445488e-8,8.599685753445488e-8,8.599685753445488e-8,7.712732579903863e-8,7.712732579903863e-8,7.712732579903863e-8
184,553.5,553,554,2.1340529984074578e-8,2.1340529984074578e-8,2.1340529984074578e-8,2.1095394709404342e-8,2.1095394709404342e-8,2.1095394709404342e-8,553.5,553,554,8.379270491319081e-8,8.379270491319081e-8,8.379270491319081e-8,1.016923830508252e-7,1.016923830508252e-7,1.016923830508252e-7
185,556.5,556,557,2.1479842102748144e-8,2.1479842102748144e-8,2.1479842102748144e-8,2.4998263735462897e-8,2.4998263735462897e-8,2.4998263735462897e-8,556.5,556,557,8.20289340526854e-8,8.20289340526854e-8,8.20289340526854e-8,9.196784939748768e-8,9.196784939748768e-8,9.196784939748768e-8
186,559.5,559,560,2.1494320618422153e-8,2.1494320618422153e-8,2.1494320618422153e-8,2.0269812995778704e-8,2.0269812995778704e-8,2.0269812995778704e-8,559.5,559,560,8.448660659120932e-8,8.448660659120932e-8,8.448660659120932e-8,7.265969338204836e-8,7.265969338204836e-8,7.265969338204836e-8
187,562.5,562,563,2.1186693121380388e-8,2.1186693121380388e-8,2.1186693121380388e-8,2.3300340234493497e-8,2.3300340234493497e-8,2.3300340234493497e-8,562.5,562,563,8.417337331268037e-8,8.417337331268037e-8,8.417337331268037e-8,1.4569897139608207e-7,1.4569897139608207e-7,1.4569897139608207e-7
188,565.5,565,566,2.1081741121948293e-8,2.1081741121948293e-8,2.1081741121948293e-8,2.5542964821866173e-8,2.5542964821866173e-8,2.5542964821866173e-8,565.5,565,566,8.023890517311043e-8,8.023890517311043e-8,8.023890517311043e-8,6.37534042175281e-8,6.37534042175281e-8,6.37534042175281e-8
189,568.5,568,569,2.124956869036542e-8,2.124956869036542e-8,2.124956869036542e-8,2.834657809198682e-8,2.834657809198682e-8,2.834657809198682e-8,568.5,568,569,8.327701651478772e-8,8.327701651478772e-8,8.327701651478772e-8,9.53313598580772e-8,9.53313598580772e-8,9.53313598580772e-8
190,571.5,571,572,2.1197901008997055e-8,2.1197901008997055e-8,2.1197901008997055e-8,1.970449120810697e-8,1.970449120810697e-8,1.970449120810697e-8,571.5,571,572,7.995771674590929e-8,7.995771674590929e-8,7.995771674590929e-8,5.3203375791780704e-8,5.3203375791780704e-8,5.3203375791780704e-8
191,574.5,574,575,2.100591024113574e-8,2.100591024113574e-8,2.100591024113574e-8,2.0504271256218027e-8,2.0504271256218027e-8,2.0504271256218027e-8,574.5,574,575,8.39227927970813e-8,8.39227927970813e-8,8.39227927970813e-8,1.2118405787815554e-7,1.2118405787815554e-7,1.2118405787815554e-7
192,577.5,577,578,2.0838367422138532e-8,2.0838367422138532e-8,2.0838367422138532e-8,2.5939183701739096e-8,2.5939183701739096e-8,2.5939183701739096e-8,577.5,577,578,8.00311640199704e-8,8.00311640199704e-8,8.00311640199704e-8,5.8157574970495484e-8,5.8157574970495484e-8,5.8157574970495484e-8
193,580.5,580,581,2.0894453811993345e-8,2.0894453811993345e-8,2.0894453811993345e-8,2.0648301200096635e-8,2.0648301200096635e-8,2.0648301200096635e-8,580.5,580,581,8.366175492340536e-8,8.366175492340536e-8,8.366175492340536e-8,6.00747800447261e-8,6.00747800447261e-8,6.00747800447261e-8
194,583.5,583,584,2.0768375796302842e-8,2.0768375796302842e-8,2.0768375796302842e-8,1.9770730273392882e-8,1.9770730273392882e-8,1.9770730273392882e-8,583.5,583,584,7.683894022539085e-8,7.683894022539085e-8,7.683894022539085e-8,9.795543441896665e-8,9.795543441896665e-8,9.795543441896665e-8
195,586.5,586,587,2.0774642587281914e-8,2.0774642587281914e-8,2.0774642587281914e-8,2.1429823729129297e-8,2.1429823729129297e-8,2.1429823729129297e-8,586.5,586,587,8.050656885127465e-8,8.050656885127465e-8,8.050656885127465e-8,2.1579291466409282e-7,2.1579291466409282e-7,2.1579291466409282e-7
196,589.5,589,590,2.0540503960639265e-8,2.0540503960639265e-8,2.0540503960639265e-8,2.3429520698396977e-8,2.3429520698396977e-8,2.3429520698396977e-8,589.5,589,590,7.860368566807367e-8,7.860368566807367e-8,7.860368566807367e-8,8.458756066161838e-8,8.458756066161838e-8,8.458756066161838e-8
197,592.5,592,593,2.0728039830184633e-8,2.0728039830184633e-8,2.0728039830184633e-8,2.072914526024748e-8,2.072914526024748e-8,2.072914526024748e-8,592.5,592,593,8.103385090936995e-8,8.103385090936995e-8,8.103385090936995e-8,5.843366293950158e-8,5.843366293950158e-8,5.843366293950158e-8
198,595.5,595,596,2.0770149798313853e-8,2.0770149798313853e-8,2.0770149798313853e-8,1.9414291174903755e-8,1.9414291174903755e-8,1.9414291174903755e-8,595.5,595,596,7.834628332759785e-8,7.834628332759785e-8,7.834628332759785e-8,7.706721844035633e-8,7.706721844035633e-8,7.706721844035633e-8
199,598.5,598,599,2.083193463078151e-8,2.083193463078151e-8,2.083193463078151e-8,1.9166829685109133e-8,1.9166829685109133e-8,1.9166829685109133e-8,598.5,598,599,8.222128103804157e-8,8.222128103804157e-8,8.222128103804157e-8,7.441705319629728e-8,7.441705319629728e-8,7.441705319629728e-8
200,601.5,601,602,2.0552634813881144e-8,2.0552634813881144e-8,2.0552634813881144e-8,2.137540424822477e-8,2.137540424822477e-8,2.137540424822477e-8,601.5,601,602,7.518416125893627e-8,7.518416125893627e-8,7.518416125893627e-8,8.079039599941083e-8,8.079039599941083e-8,8.079039599941083e-8
201,604.5,604,605,2.035383168617406e-8,2.035383168617406e-8,2.035383168617406e-8,2.1355801793118108e-8,2.1355801793118108e-8,2.1355801793118108e-8,604.5,604,605,8.202661283365629e-8,8.202661283365629e-8,8.202661283365629e-8,8.451588685258325e-8,8.451588685258325e-8,8.451588685258325e-8
202,607.5,607,608,2.0569767676660995e-8,2.0569767676660995e-8,2.0569767676660995e-8,2.1797038372674157e-8,2.1797038372674157e-8,2.1797038372674157e-8,607.5,607,608,8.17410378807473e-8,8.17410378807473e-8,8.17410378807473e-8,6.653038851648709e-8,6.653038851648709e-8,6.653038851648709e-8
203,610.5,610,611,2.032836117693183e-8,2.032836117693183e-8,2.032836117693183e-8,2.7748741362467526e-8,2.7748741362467526e-8,2.7748741362467526e-8,610.5,610,611,7.633340120573391e-8,7.633340120573391e-8,7.633340120573391e-8,5.468954297561554e-8,5.468954297561554e-8,5.468954297561554e-8
204,613.5,613,614,2.0502419394383942e-8,2.0502419394383942e-8,2.0502419394383942e-8,2.0101212759406152e-8,2.0101212759406152e-8,2.0101212759406152e-8,613.5,613,614,8.14722892848056e-8,8.14722892848056e-8,8.14722892848056e-8,9.789603940098533e-8,9.789603940098533e-8,9.789603940098533e-8
205,616.5,616,617,2.0439639587534955e-8,2.0439639587534955e-8,2.0439639587534955e-8,1.765497541372412e-8,1.765497541372412e-8,1.765497541372412e-8,616.5,616,617,7.264601737588224e-8,7.264601737588224e-8,7.264601737588224e-8,6.337632120060052e-8,6.337632120060052e-8,6.337632120060052e-8
206,619.5,619,620,2.001376861413802e-8,2.001376861413802e-8,2.001376861413802e-8,2.2565236154996388e-8,2.2565236154996388e-8,2.2565236154996388e-8,619.5,619,620,8.186797667531775e-8,8.186797667531775e-8,8.186797667531775e-8,8.718071948313284e-8,8.718071948313284e-8,8.718071948313284e-8
207,622.5,622,623,2.0104124254774976e-8,2.0104124254774976e-8,2.0104124254774976e-8,1.941275410671976e-8,1.941275410671976e-8,1.941275410671976e-8,622.5,622,623,7.67885622888216e-8,7.67885622888216e-8,7.67885622888216e-8,6.086302342730557e-8,6.086302342730557e-8,6.086302342730557e-8
208,625.5,625,626,1.99539179520145e-8,1.99539179520145e-8,1.99539179520145e-8,1.9047984270592918e-8,1.9047984270592918e-8,1.9047984270592918e-8,625.5,625,626,7.97611320751725e-8,7.97611320751725e-8,7.97611320751725e-8,1.0979546538965068e-7,1.0979546538965068e-7,1.0979546538965068e-7
209,628.5,628,629,2.0019977941579886e-8,2.0019977941579886e-8,2.0019977941579886e-8,2.1158935685459808e-8,2.1158935685459808e-8,2.1158935685459808e-8,628.5,628,629,7.713808615244234e-8,7.713808615244234e-8,7.713808615244234e-8,1.8646552229004707e-7,1.8646552229004707e-7,1.8646552229004707e-7
210,631.5,631,632,1.995307690349741e-8,1.995307690349741e-8,1.995307690349741e-8,1.8750157526224052e-8,1.8750157526224052e-8,1.8750157526224052e-8,631.5,631,632,7.992639296069305e-8,7.992639296069305e-8,7.992639296069305e-8,4.4302797041902126e-8,4.4302797041902126e-8,4.4302797041902126e-8
211,634.5,634,635,2.0011709448715982e-8,2.0011709448715982e-8,2.0011709448715982e-8,1.8941062020587236e-8,1.8941062020587236e-8,1.8941062020587236e-8,634.5,634,635,7.545317748517338e-8,7.545317748517338e-8,7.545317748517338e-8,4.2179260736019823e-8,4.2179260736019823e-8,4.2179260736019823e-8
212,637.5,637,638,2.01641353029148e-8,2.01641353029148e-8,2.01641353029148e-8,1.9169905217162362e-8,1.9169905217162362e-8,1.9169905217162362e-8,637.5,637,638,7.673559438115174e-8,7.673559438115174e-8,7.673559438115174e-8,7.075868800516601e-8,7.075868800516601e-8,7.075868800516601e-8
213,640.5,640,641,2.009117855434601e-8,2.009117855434601e-8,2.009117855434601e-8,2.0301404064521915e-8,2.0301404064521915e-8,2.0301404064521915e-8,640.5,640,641,8.159298161937641e-8,8.159298161937641e-8,8.159298161937641e-8,7.28192420137721e-8,7.28192420137721e-8,7.28192420137721e-8
214,643.5,643,644,1.9794649164912024e-8,1.9794649164912024e-8,1.9794649164912024e-8,1.8455235067887008e-8,1.8455235067887008e-8,1.8455235067887008e-8,643.5,643,644,7.535524447309621e-8,7.535524447309621e-8,7.535524447309621e-8,8.434719211405676e-8,8.434719211405676e-8,8.434719211405676e-8
215,646.5,646,647,1.9746386681966853e-8,1.9746386681966853e-8,1.9746386681966853e-8,1.9945698427472195e-8,1.9945698427472195e-8,1.9945698427472195e-8,646.5,646,647,7.357570116743465e-8,7.357570116743465e-8,7.357570116743465e-8,1.7237616930143418e-7,1.7237616930143418e-7,1.7237616930143418e-7
216,649.5,649,650,1.9793009537017522e-8,1.9793009537017522e-8,1.9793009537017522e-8,1.94226590189775e-8,1.94226590189775e-8,1.94226590189775e-8,649.5,649,650,7.890404148591867e-8,7.890404148591867e-8,7.890404148591867e-8,4.95680365766108e-8,4.95680365766108e-8,4.95680365766108e-8
217,652.5,652,653,1.9589541832377373e-8,1.9589541832377373e-8,1.9589541832377373e-8,2.0481043898478344e-8,2.0481043898478344e-8,2.0481043898478344e-8,652.5,652,653,2.0069794041883444e-8,2.0069794041883444e-8,2.0069794041883444e-8,2.035065425577613e-8,2.035065425577613e-8,2.035065425577613e-8
218,655.5,655,656,1.9746716593970403e-8,1.9746716593970403e-8,1.9746716593970403e-8,2.5530157159051798e-8,2.5530157159051798e-8,2.5530157159051798e-8,655.5,655,656,2.0890971010616687e-8,2.0890971010616687e-8,2.0890971010616687e-8,2.3470737326724726e-8,2.3470737326724726e-8,2.3470737326724726e-8
219,658.5,658,659,1.967231490219477e-8,1.967231490219477e-8,1.967231490219477e-8,1.9934282609148352e-8,1.9934282609148352e-8,1.9934282609148352e-8,658.5,658,659,2.119065322826885e-8,2.119065322826885e-8,2.119065322826885e-8,2.0362870806490923e-8,2.0362870806490923e-8,2.0362870806490923e-8
220,661.5,661,662,1.95594486534287e-8,1.95594486534287e-8,1.95594486534287e-8,1.876587415036268e-8,1.876587415036268e-8,1.876587415036268e-8,661.5,661,662,2.1151964286754377e-8,2.1151964286754377e-8,2.1151964286754377e-8,2.0340285874140212e-8,2.0340285874140212e-8,2.0340285874140212e-8
221,664.5,664,665,1.950085410740983e-8,1.950085410740983e-8,1.950085410740983e-8,1.902346692091011e-8,1.902346692091011e-8,1.902346692091011e-8,664.5,664,665,2.117633378423631e-8,2.117633378423631e-8,2.117633378423631e-8,2.2985654113298148e-8,2.2985654113298148e-8,2.2985654113298148e-8
222,667.5,667,668,1.949504453016524e-8,1.949504453016524e-8,1.949504453016524e-8,1.884527641151384e-8,1.884527641151384e-8,1.884527641151384e-8,667.5,667,668,2.1022869746434368e-8,2.1022869746434368e-8,2.1022869746434368e-8,2.0207981524580837e-8,2.0207981524580837e-8,2.0207981524580837e-8
223,670.5,670,671,1.9360991225416012e-8,1.9360991225416012e-8,1.9360991225416012e-8,2.0775367236142635e-8,2.0775367236142635e-8,2.0775367236142635e-8,670.5,670,671,2.0937633196492477e-8,2.0937633196492477e-8,2.0937633196492477e-8,2.0913035903617965e-8,2.0913035903617965e-8,2.0913035903617965e-8
224,673.5,673,674,1.9395763958269593e-8,1.9395763958269593e-8,1.9395763958269593e-8,1.8490188997098114e-8,1.8490188997098114e-8,1.8490188997098114e-8,673.5,673,674,2.0942303464725682e-8,2.0942303464725682e-8,2.0942303464725682e-8,2.2951355873110616e-8,2.2951355873110616e-8,2.2951355873110616e-8
225,676.5,676,677,1.9266900602308904e-8,1.9266900602308904e-8,1.9266900602308904e-8,1.8015141967563365e-8,1.8015141967563365e-8,1.8015141967563365e-8,676.5,676,677,2.0765606253421305e-8,2.0765606253421305e-8,2.0765606253421305e-8,1.8785144670982233e-8,1.8785144670982233e-8,1.8785144670982233e-8
226,679.5,679,680,1.9181789933536552e-8,1.9181789933536552e-8,1.9181789933536552e-8,1.9145439775104267e-8,1.9145439775104267e-8,1.9145439775104267e-8,679.5,679,680,2.0768099360677527e-8,2.0768099360677527e-8,2.0768099360677527e-8,2.1709259196959575e-8,2.1709259196959575e-8,2.1709259196959575e-8
227,682.5,682,683,1.937712731087255e-8,1.937712731087255e-8,1.937712731087255e-8,2.6061406738294326e-8,2.6061406738294326e-8,2.6061406738294326e-8,682.5,682,683,2.0819151301561406e-8,2.0819151301561406e-8,2.0819151301561406e-8,2.2991860530957266e-8,2.2991860530957266e-8,2.2991860530957266e-8
228,685.5,685,686,1.9336661089271887e-8,1.9336661089271887e-8,1.9336661089271887e-8,2.0956650978615153e-8,2.0956650978615153e-8,2.0956650978615153e-8,685.5,685,686,2.070879818316993e-8,2.070879818316993e-8,2.070879818316993e-8,2.0738551557475e-8,2.0738551557475e-8,2.0738551557475e-8
229,688.5,688,689,1.9158171489425034e-8,1.9158171489425034e-8,1.9158171489425034e-8,1.9669259297640855e-8,1.9669259297640855e-8,1.9669259297640855e-8,688.5,688,689,1.7424205573404003e-8,1.7424205573404003e-8,1.7424205573404003e-8,1.7396048899854376e-8,1.7396048899854376e-8,1.7396048899854376e-8
230,691.5,691,692,1.8967285169249212e-8,1.8967285169249212e-8,1.8967285169249212e-8,2.423013479365194e-8,2.423013479365194e-8,2.423013479365194e-8,691.5,691,692,1.7393906503115306e-8,1.7393906503115306e-8,1.7393906503115306e-8,1.7282507959990222e-8,1.7282507959990222e-8,1.7282507959990222e-8
231,694.5,694,695,1.9560418905042153e-8,1.9560418905042153e-8,1.9560418905042153e-8,2.7258613403968305e-8,2.7258613403968305e-8,2.7258613403968305e-8,694.5,694,695,1.7433323155568938e-8,1.7433323155568938e-8,1.7433323155568938e-8,1.719957366974478e-8,1.719957366974478e-8,1.719957366974478e-8
232,697.5,697,698,1.8932175542717782e-8,1.8932175542717782e-8,1.8932175542717782e-8,2.4611364614888098e-8,2.4611364614888098e-8,2.4611364614888098e-8,697.5,697,698,1.7395550610963387e-8,1.7395550610963387e-8,1.7395550610963387e-8,1.7215768101938115e-8,1.7215768101938115e-8,1.7215768101938115e-8
233,700.5,700,701,1.8801421135222556e-8,1.8801421135222556e-8,1.8801421135222556e-8,2.0030376715574855e-8,2.0030376715574855e-8,2.0030376715574855e-8,700.5,700,701,1.7396636848269013e-8,1.7396636848269013e-8,1.7396636848269013e-8,1.728651315828026e-8,1.728651315828026e-8,1.728651315828026e-8
234,703.5,703,704,1.883148596553113e-8,1.883148596553113e-8,1.883148596553113e-8,2.0281722167208982e-8,2.0281722167208982e-8,2.0281722167208982e-8,703.5,703,704,1.7399473052658292e-8,1.7399473052658292e-8,1.7399473052658292e-8,1.7280561083605242e-8,1.7280561083605242e-8,1.7280561083605242e-8
235,706.5,706,707,1.930983375008985e-8,1.930983375008985e-8,1.930983375008985e-8,2.1194724414799757e-8,2.1194724414799757e-8,2.1194724414799757e-8,706.5,706,707,1.7387246538806152e-8,1.7387246538806152e-8,1.7387246538806152e-8,1.755119586641172e-8,1.755119586641172e-8,1.755119586641172e-8
236,709.5,709,710,1.880883609765705e-8,1.880883609765705e-8,1.880883609765705e-8,1.8203192917595625e-8,1.8203192917595625e-8,1.8203192917595625e-8,709.5,709,710,1.737074419591387e-8,1.737074419591387e-8,1.737074419591387e-8,1.7254575250908773e-8,1.7254575250908773e-8,1.7254575250908773e-8
237,712.5,712,713,1.8750651796917265e-8,1.8750651796917265e-8,1.8750651796917265e-8,1.9244773382408702e-8,1.9244773382408702e-8,1.9244773382408702e-8,712.5,712,713,1.7370568938080967e-8,1.7370568938080967e-8,1.7370568938080967e-8,1.7139379308993146e-8,1.7139379308993146e-8,1.7139379308993146e-8
238,715.5,715,716,1.879812347700879e-8,1.879812347700879e-8,1.879812347700879e-8,1.7448218587801705e-8,1.7448218587801705e-8,1.7448218587801705e-8,715.5,715,716,1.7373360085864602e-8,1.7373360085864602e-8,1.7373360085864602e-8,1.7262868169990488e-8,1.7262868169990488e-8,1.7262868169990488e-8
239,718.5,718,719,1.8600430448468012e-8,1.8600430448468012e-8,1.8600430448468012e-8,1.952046411212004e-8,1.952046411212004e-8,1.952046411212004e-8,718.5,718,719,1.737502722273529e-8,1.737502722273529e-8,1.737502722273529e-8,1.720392476047875e-8,1.720392476047875e-8,1.720392476047875e-8
240,721.5,721,722,1.85623354256843e-8,1.85623354256843e-8,1.85623354256843e-8,1.9355733096156688e-8,1.9355733096156688e-8,1.9355733096156688e-8,721.5,721,722,1.734038206210826e-8,1.734038206210826e-8,1.734038206210826e-8,1.7648389824351174e-8,1.7648389824351174e-8,1.7648389824351174e-8
241,724.5,724,725,1.8431527499365502e-8,1.8431527499365502e-8,1.8431527499365502e-8,2.0851506069864662e-8,2.0851506069864662e-8,2.0851506069864662e-8,724.5,724,725,1.7359212897193284e-8,1.7359212897193284e-8,1.7359212897193284e-8,1.7153290928401812e-8,1.7153290928401812e-8,1.7153290928401812e-8
242,727.5,727,728,1.8650202945087738e-8,1.8650202945087738e-8,1.8650202945087738e-8,1.703171267614596e-8,1.703171267614596e-8,1.703171267614596e-8,727.5,727,728,1.7359441890774842e-8,1.7359441890774842e-8,1.7359441890774842e-8,1.7297324051611865e-8,1.7297324051611865e-8,1.7297324051611865e-8
243,730.5,730,731,1.8469920596938764e-8,1.8469920596938764e-8,1.8469920596938764e-8,2.0051459671179156e-8,2.0051459671179156e-8,2.0051459671179156e-8,730.5,730,731,1.7317214635819684e-8,1.7317214635819684e-8,1.7317214635819684e-8,1.7308762085421268e-8,1.7308762085421268e-8,1.7308762085421268e-8
244,733.5,733,734,1.8375842183755345e-8,1.8375842183755345e-8,1.8375842183755345e-8,1.685317704035947e-8,1.685317704035947e-8,1.685317704035947e-8,733.5,733,734,1.7346681675866247e-8,1.7346681675866247e-8,1.7346681675866247e-8,1.7470073913064768e-8,1.7470073913064768e-8,1.7470073913064768e-8
245,736.5,736,737,1.8712752420307592e-8,1.8712752420307592e-8,1.8712752420307592e-8,1.7667447746717626e-8,1.7667447746717626e-8,1.7667447746717626e-8,736.5,736,737,1.7338829358568584e-8,1.7338829358568584e-8,1.7338829358568584e-8,1.725581470053423e-8,1.725581470053423e-8,1.725581470053423e-8
246,739.5,739,740,1.8484755863462036e-8,1.8484755863462036e-8,1.8484755863462036e-8,1.909541803638436e-8,1.909541803638436e-8,1.909541803638436e-8,739.5,739,740,1.733426814443815e-8,1.733426814443815e-8,1.733426814443815e-8,1.736613599608664e-8,1.736613599608664e-8,1.736613599608664e-8
247,742.5,742,743,1.8363760986353718e-8,1.8363760986353718e-8,1.8363760986353718e-8,1.749183564253302e-8,1.749183564253302e-8,1.749183564253302e-8,742.5,742,743,1.7323552738049628e-8,1.7323552738049628e-8,1.7323552738049628e-8,1.7561146910125852e-8,1.7561146910125852e-8,1.7561146910125852e-8
248,745.5,745,746,1.8355378900926576e-8,1.8355378900926576e-8,1.8355378900926576e-8,1.7831653561945757e-8,1.7831653561945757e-8,1.7831653561945757e-8,745.5,745,746,1.7334052365970264e-8,1.7334052365970264e-8,1.7334052365970264e-8,1.743956054029316e-8,1.743956054029316e-8,1.743956054029316e-8
249,748.5,748,749,1.8346142078872796e-8,1.8346142078872796e-8,1.8346142078872796e-8,1.8291214324879662e-8,1.8291214324879662e-8,1.8291214324879662e-8,748.5,748,749,1.732323584717825e-8,1.732323584717825e-8,1.732323584717825e-8,1.7208214038193873e-8,1.7208214038193873e-8,1.7208214038193873e-8
250,751.5,751,752,1.8278321281937997e-8,1.8278321281937997e-8,1.8278321281937997e-8,1.9449712533840976e-8,1.9449712533840976e-8,1.9449712533840976e-8,751.5,751,752,1.732824228309132e-8,1.732824228309132e-8,1.732824228309132e-8,1.707903866850762e-8,1.707903866850762e-8,1.707903866850762e-8
251,754.5,754,755,1.804140180667226e-8,1.804140180667226e-8,1.804140180667226e-8,1.7501739937156323e-8,1.7501739937156323e-8,1.7501739937156323e-8,754.5,754,755,1.7295068745343034e-8,1.7295068745343034e-8,1.7295068745343034e-8,1.728393082232087e-8,1.728393082232087e-8,1.728393082232087e-8
252,757.5,757,758,1.8037446387822146e-8,1.8037446387822146e-8,1.8037446387822146e-8,1.843041584430316e-8,1.843041584430316e-8,1.843041584430316e-8,757.5,757,758,1.7321373089545868e-8,1.7321373089545868e-8,1.7321373089545868e-8,1.7458405261193002e-8,1.7458405261193002e-8,1.7458405261193002e-8
253,760.5,760,761,1.8392585097465204e-8,1.8392585097465204e-8,1.8392585097465204e-8,1.665597544609324e-8,1.665597544609324e-8,1.665597544609324e-8,760.5,760,761,1.7294360824605995e-8,1.7294360824605995e-8,1.7294360824605995e-8,1.717845199887039e-8,1.717845199887039e-8,1.717845199887039e-8
254,763.5,763,764,1.7970840566007252e-8,1.7970840566007252e-8,1.7970840566007252e-8,1.8245760019989167e-8,1.8245760019989167e-8,1.8245760019989167e-8,763.5,763,764,1.730519012468634e-8,1.730519012468634e-8,1.730519012468634e-8,1.741973433371959e-8,1.741973433371959e-8,1.741973433371959e-8
